,A43ml,A1ml,V43ml,V1ml,Age 0,Age 1,Age 2,Age 3,Age 4,Age 5,Age 6,Age 7,Age 8+,1+
2008 - 44G8,1403.73,1322.89,57.06,36.58,390.81,93.18,1589.39,234.48,0.0,559.84,149.05,156.39,19.09,2801.42
2008 - 44G9,1977.64,1727.6,91.2,66.17,1223.59,10.61,60.24,19.59,5.3,15.91,0.0,0.0,0.0,111.65
2008 - 44H0,2834.8,2432.16,145.45,108.63,3611.76,1067.83,2155.0,1652.92,240.94,1325.53,198.81,283.44,43.88,6968.35
2008 - 44H1,36.54,0.0,0.17,0.0,5224.05,1980.46,2193.58,1619.2,413.25,1515.23,192.33,0.0,38.99,7953.04
2008 - 45G7,1852.72,1310.33,80.45,55.92,1931.23,29.85,165.19,151.01,0.0,80.16,25.07,29.58,27.03,507.89
2008 - 45G8,3206.0,3093.53,191.44,140.73,320.72,66.36,881.67,120.64,118.45,334.15,250.1,47.8,15.73,1834.9
2008 - 45G9,2369.53,2163.0,129.76,104.08,2699.58,35.78,50.79,5.44,10.85,58.32,8.64,8.64,5.35,183.81
2008 - 45H0,2657.92,1901.57,94.68,63.37,7132.96,1973.25,1327.96,390.53,84.0,763.37,170.24,4.78,105.19,4819.32
2008 - 45H1,115.28,0.0,0.27,0.0,15058.74,2867.67,1873.62,496.36,91.69,1054.86,234.2,14.73,128.52,6761.65
2008 - 46G8,2022.8,1662.16,201.83,169.99,1222.54,60.18,213.16,11.42,34.31,86.31,52.59,10.95,18.01,486.93
2008 - 46G9,2995.52,2849.42,170.31,136.36,1515.72,94.33,281.86,135.72,0.0,68.0,32.8,0.0,0.0,612.71
2008 - 46H0,3070.88,2583.68,171.22,135.12,2840.01,858.84,1174.35,664.38,126.84,367.67,162.89,0.0,10.44,3365.41
2008 - 46H1,819.93,319.81,15.41,5.39,11945.41,799.27,1164.3,368.44,223.47,465.78,149.58,7.86,35.53,3214.23
2008 - 46H2,0.0,0.0,0.0,0.0,4246.32,139.88,192.45,61.19,37.38,69.55,24.37,0.0,0.0,524.82
2008 - 47G9,968.53,392.97,20.23,5.15,8509.03,240.71,307.25,678.21,72.21,355.39,0.0,70.79,16.99,1741.55
2008 - 47H0,1684.44,1138.67,58.85,36.66,12.2,106.08,746.16,124.36,0.0,211.53,220.07,6.1,18.29,1432.59
2008 - 47H1,1946.86,1524.43,71.13,45.05,4417.65,2380.48,3631.22,1144.94,690.52,1560.13,471.59,43.3,195.67,10117.85
2008 - 47H2,983.45,330.4,16.06,1.6,7416.03,4894.61,6167.98,1843.36,1049.65,2595.46,712.44,63.74,369.7,17696.94
2008 - 47H3,147.33,0.0,1.05,0.0,1558.92,1157.34,1299.26,378.87,103.47,684.54,245.31,9.65,87.22,3965.66
2008 - 48G9,0.0,0.0,0.0,0.0,658.56,42.63,40.83,0.0,0.0,10.76,2.2,1.79,1.63,99.84
2008 - 48H0,0.0,0.0,0.0,0.0,2745.1,76.28,759.36,106.56,87.49,162.64,77.39,24.68,107.67,1402.07
2008 - 48H2,0.0,0.0,0.0,0.0,753.64,1388.28,2344.32,770.95,531.05,1456.86,392.59,63.16,311.52,7258.73
2008 - 48H3,0.0,0.0,0.0,0.0,941.51,1115.85,1370.2,450.71,136.66,798.7,257.43,12.11,95.32,4236.98
2008 - 49G9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008 - 50G8,0.0,0.0,0.0,0.0,0.0,7.77,38.14,15.95,13.37,37.07,109.28,0.0,12.26,233.84
2008 - 50G9,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.71,6.24,0.82,3.36,15.43
2008 - 50H0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,1.35,0.0,7.51,14.46,0.0,7.59,36.01
2008 - 51G8,0.0,0.0,0.0,0.0,0.0,22.35,126.6,35.88,52.0,399.49,163.59,16.1,161.54,977.55
2008 - 51G9,0.0,0.0,0.0,0.0,0.49,6.48,22.92,0.0,0.0,38.41,51.52,0.0,17.94,137.27
2008 - 51H0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,1.78,1.42,6.18,6.69,0.0,3.6,21.63
2008 - 52G8,0.0,0.0,0.0,0.0,0.0,17.65,39.78,4.91,0.0,278.07,254.87,11.34,102.38,709.0
2008 - 52G9,0.0,0.0,0.0,0.0,0.0,11.6,150.01,0.0,0.0,717.22,315.84,94.96,143.3,1432.93
2008 - 52H0,0.0,0.0,0.0,0.0,0.45,0.46,13.59,11.77,0.0,30.76,53.15,1.33,19.47,130.53
2008 - 53G8,0.0,0.0,0.0,0.0,0.0,0.0,4.75,2.18,0.0,10.79,25.78,2.18,14.69,60.37
2008 - 53G9,0.0,0.0,0.0,0.0,0.0,41.66,62.34,36.27,0.0,258.52,255.82,0.0,64.49,719.1
2008 - 53H0,0.0,0.0,0.0,0.0,0.0,2.55,11.9,7.47,0.0,37.43,32.69,4.77,19.77,116.58
2008 - 54G8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31
2008 - 54G9,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.76,0.0,0.0,1.13
2008 - 54H0,0.0,0.0,0.0,0.0,0.0,49.12,22.84,0.0,0.0,168.28,290.2,28.74,92.57,651.75
2008 - 55G9,0.0,0.0,0.0,0.0,0.0,0.42,0.63,0.0,0.0,3.8,3.42,0.46,3.09,11.82
2008 - 55H0,0.0,0.0,0.0,0.0,0.0,2.86,13.25,5.28,0.0,30.9,55.77,3.71,26.68,138.45
2009 - 37G0,0.0,0.0,0.0,0.0,20.28,1.26,0.42,0.46,0.28,0.47,0.0,0.0,0.0,2.89
2009 - 37G1,545.59,0.0,1.37,0.0,33.4,2.5,1.51,0.97,0.21,0.64,0.0,0.0,0.0,5.83
2009 - 37G2,32.03,0.0,0.07,0.0,3.03,3.7,1.49,1.47,0.11,0.08,0.01,0.0,0.01,6.87
2009 - 37G3,0.0,0.0,0.0,0.0,598.88,12.71,1.82,2.69,0.22,0.0,0.0,0.0,0.0,17.44
2009 - 37G4,0.0,0.0,0.0,0.0,142.27,172.04,116.81,100.32,6.78,8.1,0.69,0.14,0.69,405.57
2009 - 37G5,0.0,0.0,0.0,0.0,12.39,78.96,54.28,58.53,25.46,12.67,8.65,0.0,0.0,238.55
2009 - 37G8,0.0,0.0,0.0,0.0,89.27,240.44,11.91,4.76,1.17,0.42,0.1,0.0,0.0,258.8
2009 - 37G9,4.0,0.0,0.05,0.0,549.45,721.29,20.05,4.24,1.21,0.0,0.4,0.0,0.0,747.19
2009 - 38G0,827.5,0.0,2.03,0.0,347.58,2.04,0.71,1.39,0.67,1.33,0.0,0.0,0.0,6.14
2009 - 38G1,195.57,0.0,0.73,0.0,6.85,0.47,0.23,0.18,0.07,0.15,0.0,0.0,0.0,1.1
2009 - 38G2,0.0,0.0,0.0,0.0,244.94,20.42,1.01,0.82,0.04,0.04,0.0,0.0,0.0,22.33
2009 - 38G3,577.38,0.0,2.0,0.0,1864.19,92.44,11.7,10.11,0.72,0.67,0.11,0.0,0.11,115.86
2009 - 38G4,718.93,0.0,2.74,0.0,96.94,117.22,79.59,68.35,4.62,5.52,0.47,0.1,0.47,276.34
2009 - 38G5,2253.9,15.8,43.32,0.03,17.44,214.43,158.83,160.36,70.73,31.22,22.71,0.0,0.0,658.28
2009 - 38G6,491.76,0.0,4.82,0.0,16.36,164.32,82.48,85.94,36.08,17.85,8.28,2.86,0.0,397.81
2009 - 38G7,0.0,0.0,0.0,0.0,0.16,92.33,64.15,64.42,30.1,10.35,7.4,0.0,0.0,268.75
2009 - 38G8,606.93,0.0,14.97,0.0,192.28,1075.15,129.86,68.52,20.14,11.02,4.69,0.0,0.0,1309.38
2009 - 38G9,1842.07,558.39,51.91,9.72,403.48,679.9,38.28,13.45,4.57,0.52,0.24,0.0,0.0,736.96
2009 - 39F9,39.4,0.0,0.13,0.0,218.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009 - 39G0,7.85,0.0,0.01,0.0,74.55,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.18
2009 - 39G1,31.33,0.0,0.07,0.0,8.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009 - 39G2,3.93,0.0,0.0,0.0,,,,,,,,,,
2009 - 39G3,921.77,0.0,2.43,0.0,75.55,105.69,40.49,34.33,2.54,2.86,0.29,0.07,0.29,186.56
2009 - 39G4,728.91,0.0,4.25,0.0,,,,,,,,,,
2009 - 39G5,3149.98,1888.17,84.22,20.67,7.28,370.03,58.53,186.66,96.28,55.9,30.59,0.0,0.0,797.99
2009 - 39G6,2534.14,582.9,47.73,3.68,3.22,385.36,143.67,128.46,53.65,20.68,11.0,2.15,0.0,744.97
2009 - 39G7,1774.16,0.0,29.47,0.0,153.55,603.13,190.19,159.93,65.25,23.55,13.01,2.66,0.0,1057.72
2009 - 39G8,3255.71,954.21,62.89,4.79,24.48,619.75,138.46,85.23,26.21,11.99,9.32,0.0,0.0,890.96
2009 - 39G9,2839.82,1510.88,60.5,15.55,184.33,472.84,29.2,11.29,3.57,0.0,0.23,0.0,0.0,517.13
2009 - 39H0,0.0,0.0,0.0,0.0,233.98,1462.62,206.73,159.89,40.16,3.03,37.84,4.82,0.0,1915.09
2009 - 40F9,0.0,0.0,0.0,0.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009 - 40G0,54.13,0.0,0.23,0.0,478.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009 - 40G1,0.0,0.0,0.0,0.0,53.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009 - 40G2,3.86,0.0,0.0,0.0,1.97,28.96,43.91,80.24,21.67,11.51,1.93,0.3,0.0,188.52
2009 - 40G4,408.6,54.47,5.27,0.09,17.17,44.88,7.05,39.51,8.17,4.1,4.62,0.15,0.0,108.48
2009 - 40G5,1524.06,991.78,20.14,4.88,2.51,49.54,18.64,81.25,34.3,20.93,28.24,7.31,0.0,240.21
2009 - 40G6,1491.13,1138.2,22.86,7.67,8.69,251.68,28.21,123.21,114.24,1.01,18.86,8.01,0.0,545.22
2009 - 40G7,1061.13,0.0,6.75,0.0,0.0,929.49,73.35,174.02,41.77,22.8,21.52,0.0,0.0,1262.95
2009 - 40G8,3452.46,1570.66,108.11,28.03,14.91,903.1,172.37,102.47,30.92,14.48,6.95,0.0,0.0,1230.29
2009 - 40G9,1869.77,988.95,30.29,8.93,1113.74,1408.08,1803.76,226.77,147.59,26.99,72.02,11.08,0.0,3696.29
2009 - 40H0,0.0,0.0,0.0,0.0,383.22,601.68,134.05,40.46,46.34,13.73,15.09,0.79,0.79,852.93
2009 - 41G0,11.49,0.0,0.01,0.0,,,,,,,,,,
2009 - 41G1,1002.28,34.51,4.19,0.07,0.27,21.18,7.89,5.45,0.43,0.01,0.01,0.0,0.0,34.97
2009 - 41G2,873.25,0.0,4.68,0.0,,,,,,,,,,
2009 - 41G6,0.0,0.0,0.0,0.0,0.0,163.67,34.36,120.83,14.79,27.72,38.59,13.14,1.19,414.29
2009 - 41G7,157.68,0.0,0.87,0.0,2.14,138.97,41.35,39.74,10.05,10.32,16.94,16.97,0.0,274.34
2009 - 41G8,2029.1,1864.43,74.97,51.78,0.0,324.48,0.0,112.02,87.28,8.55,82.15,10.28,13.45,638.21
2009 - 41G9,2392.14,1887.92,110.38,72.6,0.0,18.97,12.86,27.69,16.81,9.53,8.44,1.03,2.51,97.84
2009 - 41H0,3.8,0.0,0.01,0.0,2176.55,1093.67,149.9,151.1,53.96,0.0,44.37,17.99,0.0,1510.99
2009 - 42G1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009 - 42G2,22.78,0.0,0.03,0.0,18.53,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85
2009 - 42G6,0.0,0.0,0.0,0.0,0.0,28.1,7.54,8.97,2.78,2.56,1.42,1.26,1.91,54.54
2009 - 42G7,1532.28,691.85,31.49,7.08,4.57,701.57,87.57,325.12,87.14,28.22,39.54,82.44,1.55,1353.15
2009 - 42G8,811.43,679.44,31.87,23.43,0.0,1023.87,82.11,476.17,89.89,35.4,210.91,116.72,0.0,2035.07
2009 - 42G9,3397.22,2860.07,257.73,173.81,20.1,1079.08,277.08,60.44,51.33,3.28,55.16,0.36,14.26,1540.99
2009 - 42H0,810.98,3.75,26.93,0.0,816.54,1299.16,401.1,478.61,140.75,16.17,61.75,22.85,8.08,2428.47
2009 - 43G7,1848.96,1326.9,51.35,26.81,0.0,1189.38,320.75,98.16,151.13,57.97,125.82,93.16,18.64,2055.01
2009 - 43G8,272.97,119.7,5.52,2.13,0.0,175.59,67.18,99.77,72.5,3.66,31.59,33.59,0.0,483.88
2009 - 43G9,3166.54,2906.76,258.32,205.24,0.0,147.08,108.82,58.87,23.27,16.18,55.39,2.54,0.0,412.15
2009 - 43H0,1566.86,706.61,149.83,49.17,11.09,1711.95,440.19,1103.88,621.13,181.39,378.97,119.44,170.56,4727.51
2009 - 43H1,0.0,0.0,0.0,0.0,0.0,353.63,362.08,350.18,161.34,28.99,99.69,43.66,56.97,1456.54
2009 - 44G7,2556.67,2113.42,109.41,65.24,0.62,122.81,18.68,98.26,49.84,15.82,47.74,31.64,3.08,387.87
2009 - 44G8,1440.35,1337.5,62.32,37.3,1.32,372.31,34.96,120.82,14.67,7.17,54.85,2.21,7.17,614.16
2009 - 44G9,2227.57,1789.92,105.68,71.22,0.82,106.19,28.08,56.56,10.03,0.82,26.62,0.0,0.0,228.3
2009 - 44H0,2805.05,1960.77,140.32,70.67,0.45,1035.96,269.36,688.25,420.48,121.76,250.6,92.64,124.74,3003.79
2009 - 44H1,91.34,0.0,1.02,0.0,0.0,1669.2,1379.69,1074.67,555.65,363.06,711.37,249.82,149.45,6152.91
2009 - 45G7,1261.76,901.98,52.74,29.71,2.79,282.62,66.49,154.4,10.96,51.38,78.42,15.59,16.45,676.31
2009 - 45G8,3224.13,3133.47,203.98,156.34,9.43,364.57,235.18,278.31,138.7,69.1,86.79,15.19,4.68,1192.52
2009 - 45G9,2405.56,2173.86,129.22,96.18,0.0,352.65,218.25,446.31,131.12,6.55,98.87,48.44,0.0,1302.19
2009 - 45H0,2926.67,2146.52,105.87,54.62,108.53,3820.41,2724.21,2426.65,554.43,458.56,684.67,184.51,0.0,10853.44
2009 - 45H1,216.81,3.6,2.35,0.01,40.25,1416.97,1010.4,900.03,205.64,170.08,253.94,68.43,0.0,4025.49
2009 - 46G8,1914.84,1761.67,208.07,177.15,4.86,427.14,170.85,403.84,158.23,34.95,90.29,5.82,0.0,1291.12
2009 - 46G9,3063.5,2955.99,195.54,130.35,53.39,1716.45,204.39,322.66,77.72,140.23,100.71,211.66,19.45,2793.27
2009 - 46H0,3078.42,2730.56,173.47,138.31,82.45,259.93,96.82,28.52,0.76,14.41,26.08,1.38,1.38,429.28
2009 - 46H1,366.34,341.19,0.83,5.72,61.43,5069.27,1678.85,874.48,161.03,282.84,334.89,26.93,75.1,8503.39
2009 - 46H2,0.0,0.0,0.0,0.0,14.24,935.44,249.07,97.33,16.86,33.74,34.79,2.91,6.04,1376.18
2009 - 47G9,1176.86,725.26,22.88,7.9,0.0,135.68,26.46,48.17,26.46,0.0,10.63,0.0,10.41,257.81
2009 - 47H0,1842.6,1128.13,70.25,35.31,41.56,838.99,63.13,187.69,21.43,29.03,29.03,32.97,26.38,1228.65
2009 - 47H1,2254.21,1355.65,58.95,35.71,152.33,3186.3,1477.07,1062.51,210.82,327.38,418.17,32.98,112.6,6827.83
2009 - 47H2,1403.96,783.33,36.94,10.9,215.7,13422.1,2812.0,1048.11,207.17,355.35,381.06,41.88,68.48,18336.15
2009 - 47H3,1002.12,119.17,22.13,0.56,19.53,4247.44,1123.36,638.42,118.15,143.12,190.83,101.61,22.77,6585.7
2009 - 48G9,0.0,0.0,0.0,0.0,252.74,1615.88,148.13,388.01,33.3,80.03,95.76,88.96,16.72,2466.79
2009 - 48H0,0.0,0.0,0.0,0.0,300.39,477.51,197.22,208.8,43.76,75.51,91.63,12.22,39.41,1146.06
2009 - 48H1,66.34,0.0,0.65,0.0,198.3,4570.37,1628.84,1091.98,247.91,386.05,449.19,49.51,121.5,8545.35
2009 - 48H2,41.91,0.0,0.13,0.0,274.72,10651.14,3336.24,2050.79,445.62,679.05,802.74,83.56,226.19,18275.33
2009 - 48H3,578.85,0.0,7.01,0.0,69.47,5840.02,4118.93,3851.38,812.64,994.5,1265.05,359.62,214.87,17457.01
2009 - 48H4,1236.25,0.0,16.34,0.0,164.72,9303.08,3183.12,2004.56,348.1,459.52,705.41,297.45,86.37,16387.61
2009 - 48H5,1505.34,0.0,23.55,0.0,281.23,4969.48,2121.91,1571.69,256.25,363.76,496.16,165.96,52.66,9997.87
2009 - 48H6,462.41,0.0,5.16,0.0,21.54,1306.22,510.45,327.81,51.42,76.08,111.12,44.43,10.4,2437.93
2009 - 49G9,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.5,0.0,1.24,0.25,0.25,2.98
2009 - 49H5,10.32,0.0,0.04,0.0,205.93,3304.13,1428.14,1071.72,175.6,248.23,336.64,110.63,36.22,6711.31
2009 - 49H6,292.12,0.0,2.08,0.0,258.41,4609.18,1965.83,1454.71,237.05,336.64,459.34,153.84,48.69,9265.28
2009 - 50G7,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32
2009 - 50G8,0.0,0.0,0.0,0.0,0.16,2.29,0.0,2.19,0.0,0.0,7.21,4.8,0.66,17.15
2009 - 50G9,0.0,0.0,0.0,0.0,6.21,1.63,3.09,2.88,1.73,0.52,3.16,2.26,3.06,18.33
2009 - 50H0,0.0,0.0,0.0,0.0,0.71,9.95,4.04,11.82,2.88,10.95,37.91,18.3,11.54,107.39
2009 - 51G7,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.49,0.0,0.0,2.24
2009 - 51G8,0.0,0.0,0.0,0.0,0.0,55.38,36.94,12.19,0.0,12.31,144.93,147.35,97.05,506.15
2009 - 51G9,0.0,0.0,0.0,0.0,0.0,15.47,6.99,3.49,2.37,3.49,14.85,26.85,2.63,76.14
2009 - 51H0,0.0,0.0,0.0,0.0,0.0,9.75,8.6,17.42,7.27,0.0,23.67,31.46,8.73,106.9
2009 - 52G7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009 - 52G8,0.0,0.0,0.0,0.0,0.0,11.44,1.8,4.25,1.7,0.0,0.47,8.31,4.16,32.13
2009 - 52G9,0.0,0.0,0.0,0.0,0.0,47.09,12.81,6.5,21.36,0.0,45.22,140.56,86.8,360.34
2009 - 52H0,0.0,0.0,0.0,0.0,0.0,9.71,3.21,2.95,4.55,0.0,14.96,18.59,7.53,61.5
2009 - 53G7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009 - 53G8,0.0,0.0,0.0,0.0,0.0,248.67,43.45,28.08,40.56,0.0,118.1,263.85,13.37,756.08
2009 - 53G9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.36
2009 - 53H0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.25,0.76,1.52
2009 - 54G8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009 - 54G9,0.0,0.0,0.0,0.0,0.0,0.81,0.81,0.81,0.0,0.0,5.27,6.57,4.79,19.06
2009 - 54H0,0.0,0.0,0.0,0.0,0.0,8.33,0.9,16.31,20.13,0.0,20.58,44.65,13.94,124.84
2009 - 55G9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.64
2009 - 55H0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,6.06,3.11,0.0,13.33,14.27,6.6,44.68
2010 - 37G0,0.0,0.0,0.0,0.0,1236.18,15.29,4.5,1.8,0.0,0.0,0.0,0.0,0.0,21.59
2010 - 37G1,0.0,0.0,0.0,0.0,1807.59,4.58,0.61,0.61,0.0,0.0,0.0,0.0,0.0,5.8
2010 - 37G2,0.0,0.0,0.0,0.0,47.07,2.89,0.69,0.04,0.0,0.0,0.0,0.0,0.0,3.62
2010 - 37G3,0.0,0.0,0.0,0.0,951.16,10.25,8.05,1.71,0.95,0.0,0.0,0.0,0.0,20.96
2010 - 37G4,0.0,0.0,0.0,0.0,748.31,355.32,213.41,70.15,30.99,0.41,0.81,0.0,0.0,671.09
2010 - 37G5,0.0,0.0,0.0,0.0,65.7,55.72,49.28,15.63,7.46,4.01,1.28,0.33,0.0,133.71
2010 - 37G8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010 - 37G9,56.0,0.0,0.71,0.0,0.02,0.31,0.2,0.03,0.0,0.0,0.0,0.0,0.0,0.54
2010 - 38G0,870.1,55.44,3.56,0.05,3214.38,2.98,2.98,1.19,0.0,0.0,0.0,0.0,0.0,7.15
2010 - 38G1,3.95,0.0,0.0,0.0,845.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010 - 38G2,0.0,0.0,0.0,0.0,1966.33,13.72,6.96,1.4,0.66,0.0,0.0,0.0,0.0,22.74
2010 - 38G3,7.95,0.0,0.0,0.0,2768.45,317.88,120.36,38.84,12.18,0.36,0.72,0.0,0.0,490.34
2010 - 38G4,771.42,0.0,3.84,0.0,1252.44,594.7,357.19,117.41,51.87,0.68,1.36,0.0,0.0,1123.21
2010 - 38G5,1798.26,7.9,15.11,0.01,45.99,83.58,91.52,49.7,29.62,15.47,3.18,1.82,0.0,274.89
2010 - 38G6,59.27,0.0,0.32,0.0,2.23,5.61,5.23,1.79,0.91,0.43,0.13,0.04,0.0,14.14
2010 - 38G7,0.0,0.0,0.0,0.0,0.56,4.13,6.91,3.6,2.54,1.13,0.27,0.22,0.0,18.8
2010 - 38G8,888.77,0.0,23.01,0.0,49.3,52.7,54.36,11.82,4.25,3.36,0.53,2.46,0.0,129.48
2010 - 38G9,2132.55,146.78,65.75,0.65,374.37,1120.75,717.29,69.16,287.62,26.99,13.11,18.54,16.46,2269.92
2010 - 39F9,27.61,0.0,0.1,0.0,1027.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010 - 39G0,301.96,3.94,1.47,0.01,347.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010 - 39G1,133.53,0.0,0.56,0.0,728.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010 - 39G2,0.0,0.0,0.0,0.0,,,,,,,,,,
2010 - 39G3,0.0,0.0,0.0,0.0,598.49,88.96,81.57,40.01,18.27,0.77,0.41,0.0,0.0,229.99
2010 - 39G4,367.47,0.0,2.73,0.0,,,,,,,,,,
2010 - 39G5,3040.01,1766.57,82.88,18.29,0.74,14.44,34.64,34.65,45.57,6.83,15.95,4.84,6.38,163.3
2010 - 39G6,2761.49,410.68,55.53,2.8,3.54,26.0,43.52,22.67,16.0,7.1,1.71,1.37,0.0,118.37
2010 - 39G7,1837.25,0.0,34.83,0.0,3.92,28.72,32.99,14.1,8.74,3.97,0.98,0.61,0.0,90.11
2010 - 39G8,3255.73,598.17,61.44,2.9,3.35,110.26,176.03,38.75,20.31,7.12,2.39,8.59,0.0,363.45
2010 - 39G9,3165.79,39.27,69.96,0.09,267.58,1233.16,870.48,266.71,698.37,29.8,8.45,62.27,3.05,3172.29
2010 - 39H0,54.67,0.0,0.32,0.0,698.17,494.51,774.5,208.73,286.82,6.74,6.05,10.06,0.0,1787.41
2010 - 40F9,11.67,0.0,0.02,0.0,178.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010 - 40G0,1092.39,0.0,5.24,0.0,1856.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010 - 40G1,219.87,3.85,0.6,0.01,622.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010 - 40G2,270.59,3.86,1.1,0.01,0.0,16.3,57.85,63.6,58.57,19.36,8.22,0.0,0.96,224.86
2010 - 40G4,272.46,11.67,2.6,0.01,18.36,30.13,88.53,46.99,35.47,0.0,1.98,18.82,5.61,227.53
2010 - 40G5,1396.22,190.78,18.72,0.78,0.27,4.66,20.64,6.33,11.28,0.51,0.51,3.35,2.43,49.71
2010 - 40G6,1061.3,210.31,13.21,0.96,1.82,21.49,314.0,70.43,84.44,7.82,0.0,1.64,1.64,501.46
2010 - 40G7,1313.31,363.57,13.45,1.12,1.58,7.15,146.89,30.21,103.89,0.64,10.83,11.47,0.64,311.72
2010 - 40G8,3413.88,2921.83,125.62,75.6,0.32,1.43,4.62,1.18,0.99,0.21,0.09,0.29,0.0,8.81
2010 - 40G9,3425.42,747.15,70.69,10.42,31.38,125.97,320.84,70.93,171.37,20.09,10.56,15.32,5.23,740.31
2010 - 40H0,922.79,0.0,9.53,0.0,932.01,92.89,67.05,124.41,74.67,27.72,17.09,6.0,3.39,413.22
2010 - 41G0,687.13,0.0,2.69,0.0,,,,,,,,,,
2010 - 41G1,2772.45,3.81,10.19,0.02,75.91,3.76,1.3,0.41,0.11,0.0,0.0,0.0,0.0,5.58
2010 - 41G2,1215.41,0.0,6.71,0.0,,,,,,,,,,
2010 - 41G6,434.55,243.72,6.81,2.88,0.0,2.51,33.13,8.09,14.48,0.0,11.68,2.6,0.0,72.49
2010 - 41G7,1136.39,407.28,9.96,3.11,0.54,16.29,96.33,28.09,24.05,3.67,0.88,0.88,0.0,170.19
2010 - 41G8,2167.12,1880.17,90.48,59.87,5.96,4.57,12.84,5.41,2.04,0.0,1.45,0.0,0.0,26.31
2010 - 41G9,3380.82,2311.32,146.37,95.85,902.18,100.24,1469.26,380.92,84.97,130.79,0.0,67.78,14.32,2248.28
2010 - 41H0,634.17,26.61,7.8,0.21,96.23,138.25,245.7,62.71,41.06,32.88,16.04,4.65,2.41,543.7
2010 - 42G1,0.0,0.0,0.0,0.0,1.29,2.75,1.52,0.77,0.29,0.03,0.0,0.0,0.0,5.36
2010 - 42G2,220.05,0.0,0.81,0.0,0.0,1.4,1.64,0.68,0.99,0.43,0.0,0.0,0.0,5.14
2010 - 42G6,329.51,219.85,6.93,3.13,0.18,0.0,0.73,0.37,0.18,0.37,0.18,0.18,0.0,2.01
2010 - 42G7,3303.13,2535.38,100.76,55.97,3.57,33.41,657.89,52.29,70.1,24.12,21.85,2.08,2.08,863.82
2010 - 42G8,856.84,607.74,32.05,18.76,6.37,6.95,185.22,101.75,15.64,0.0,52.8,15.07,0.0,377.43
2010 - 42G9,3397.22,3397.22,286.5,237.71,551.15,97.11,1023.52,315.67,134.23,155.9,40.49,65.59,51.18,1883.69
2010 - 42H0,1938.92,1274.98,86.0,63.13,173.55,178.56,888.55,339.91,285.97,173.78,67.65,130.82,64.7,2129.94
2010 - 43G1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010 - 43G2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010 - 43G7,2625.65,2227.77,107.65,63.03,2.3,2.14,31.17,4.79,7.32,0.58,0.0,1.71,1.08,48.79
