,A43ml,A1ml,V43ml,V1ml,Age 0,Age 1,Age 2,Age 3,Age 4,Age 5,Age 6,Age 7,Age 8+,1+
1992 - 44G9,1650.28,874.33,62.99,19.23,0.0,7.64,12.41,35.71,26.83,30.17,19.38,14.51,11.08,157.73
1992 - 44H0,2293.39,1119.64,88.88,28.72,0.0,4.87,6.56,13.81,6.46,7.85,2.28,0.7,0.1,42.63
1992 - 44H1,0.0,0.0,0.0,0.0,0.0,11.31,81.37,99.24,14.96,16.42,4.38,0.36,0.0,228.04
1992 - 45G7,1733.15,0.0,53.95,0.0,1.66,206.51,201.84,242.46,66.3,9.69,2.22,2.25,0.21,731.48
1992 - 45G8,2999.17,0.0,118.93,0.0,1.27,117.46,125.03,249.96,61.92,3.45,0.0,0.77,0.0,558.59
1992 - 45G9,1975.21,592.74,88.2,16.34,0.0,40.84,166.19,312.23,104.57,33.07,11.06,1.97,0.69,670.62
1992 - 46G8,2046.93,307.94,176.72,19.22,0.0,113.46,446.54,412.54,107.18,14.18,3.77,0.37,0.0,1098.04
1992 - 46G9,2905.6,53.47,132.79,0.39,2.65,35.05,169.76,261.61,73.22,25.9,7.57,1.77,1.14,576.02
1992 - 46H0,3034.9,1460.67,149.26,41.71,21.01,101.14,251.65,316.55,116.65,36.55,9.91,3.08,1.49,837.02
1992 - 47G9,1282.58,3.54,23.18,0.02,96.28,308.44,382.1,211.17,65.69,16.4,1.07,2.85,0.0,987.72
1992 - 47H0,2365.32,293.83,67.46,3.27,36.94,153.87,353.64,413.26,118.07,40.81,9.64,3.46,1.42,1094.17
1992 - 47H1,2086.05,63.66,59.66,0.28,35.8,149.14,342.76,400.55,114.43,39.55,9.34,3.35,1.38,1060.5
1993 - 37G0,56.57,4.04,0.2,0.0,27.97,12.42,7.16,2.35,0.3,0.0,0.0,0.0,0.0,22.23
1993 - 37G1,606.89,60.53,1.87,0.07,116.45,68.56,44.58,24.99,4.24,0.0,0.47,0.0,0.0,142.84
1993 - 37G2,144.19,0.0,0.44,0.0,19.75,7.0,7.38,9.36,7.83,1.46,0.2,0.47,0.03,33.73
1993 - 37G3,0.0,0.0,0.0,0.0,0.8,0.36,0.44,1.43,1.45,1.1,0.76,0.34,0.4,6.28
1993 - 38G0,217.64,27.66,0.91,0.03,97.77,43.4,25.02,8.23,1.05,0.0,0.0,0.0,0.0,77.7
1993 - 38G1,119.69,0.0,0.3,0.0,5.62,2.49,1.44,0.47,0.06,0.0,0.0,0.0,0.0,4.46
1993 - 38G2,425.4,3.96,0.73,0.01,109.62,20.51,26.15,40.4,33.46,8.93,3.06,2.21,0.49,135.21
1993 - 38G3,150.92,0.0,0.38,0.0,96.95,51.33,69.72,122.86,108.82,36.64,15.45,8.13,4.88,417.83
1993 - 38G4,27.79,0.0,0.03,0.0,35.19,58.72,70.15,89.05,81.37,19.3,5.87,4.81,1.82,331.09
1993 - 39F9,31.54,0.0,0.07,0.0,12.33,10.13,2.75,0.33,0.1,0.0,0.0,0.0,0.0,13.31
1993 - 39G0,380.35,19.73,2.05,0.02,41.17,7.49,1.47,0.93,0.71,0.0,0.0,0.0,0.0,10.6
1993 - 39G1,325.94,7.89,1.85,0.01,60.01,5.58,3.79,3.79,0.29,0.0,0.0,0.0,0.0,13.45
1993 - 39G2,0.0,0.0,0.0,0.0,,,,,,,,,,
1993 - 39G3,19.61,0.0,0.01,0.0,18.64,32.5,45.3,74.64,65.03,18.99,7.18,4.23,1.63,249.5
1993 - 39G4,3.9,0.0,0.01,0.0,21.16,24.06,31.52,38.71,33.89,6.39,0.81,2.02,0.11,137.51
1993 - 39H0,7.8,0.0,0.01,0.0,253.94,47.77,222.95,366.29,222.95,143.34,47.77,15.91,0.0,1066.98
1993 - 40F9,112.67,0.0,0.22,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993 - 40G0,1336.34,3.89,7.73,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993 - 40G1,250.74,0.0,0.87,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993 - 40G2,359.65,0.0,2.02,0.0,1.62,3.7,14.52,38.8,14.13,13.79,8.07,2.91,1.52,97.44
1993 - 40G9,1941.0,0.0,18.58,0.0,0.0,0.0,90.77,185.18,274.6,181.79,107.35,88.06,129.15,1056.9
1993 - 40H0,132.21,0.0,0.32,0.0,300.0,74.61,436.98,654.45,648.33,388.49,204.0,103.33,196.28,2706.47
1993 - 41G0,660.42,0.0,3.65,0.0,,,,,,,,,,
1993 - 41G1,2147.38,0.0,9.12,0.0,30.44,28.64,6.17,8.86,6.04,2.39,1.85,0.06,0.0,54.01
1993 - 41G2,1241.86,0.0,7.09,0.0,,,,,,,,,,
1993 - 41G9,2444.92,182.51,78.68,1.87,0.0,62.59,295.22,285.34,600.69,260.29,137.65,55.05,29.95,1726.78
1993 - 41H0,98.89,3.8,0.62,0.01,0.0,3.83,61.34,46.0,115.02,53.67,26.83,15.33,46.01,368.03
1993 - 42G1,0.0,0.0,0.0,0.0,53.71,105.95,65.46,33.16,15.76,2.52,2.36,0.37,0.0,225.58
1993 - 42G2,163.04,0.0,0.29,0.0,8.23,0.07,4.77,2.38,1.19,0.0,0.0,0.0,0.0,8.41
1993 - 42G9,3397.22,3219.81,189.92,86.24,0.0,5.05,56.5,60.55,123.84,81.42,62.26,47.12,49.79,486.53
1993 - 42H0,1301.84,943.33,57.23,25.54,0.0,33.01,198.73,509.0,434.05,158.23,173.65,42.37,54.18,1603.22
1993 - 43G1,0.0,0.0,0.0,0.0,180.15,30.05,7.83,2.4,1.03,0.3,0.07,0.19,0.0,41.87
1993 - 43G2,0.0,0.0,0.0,0.0,46.86,1.33,0.37,0.23,0.16,0.02,0.02,0.0,0.0,2.13
1993 - 43G9,2304.69,1454.85,150.65,70.77,7.0,23.44,246.09,234.37,356.13,134.85,41.06,36.65,36.66,1109.25
1993 - 43H0,2010.78,1615.35,168.37,104.65,7.0,23.45,246.3,234.4,356.13,134.86,41.07,36.67,36.66,1109.54
1993 - 43H1,0.0,0.0,0.0,0.0,11.0,22.04,110.21,330.6,275.51,88.17,66.12,22.04,132.24,1046.93
1993 - 44H0,2695.24,1903.98,97.1,35.07,0.0,30.59,175.48,168.19,211.08,47.85,39.61,52.93,27.08,752.81
1993 - 44H1,47.48,29.22,0.37,0.09,10.0,21.97,109.81,329.42,274.51,87.85,65.88,21.97,131.77,1043.18
1994 - 37G0,36.3,8.04,0.16,0.01,253.05,5.67,6.81,0.49,0.61,0.04,0.04,0.04,0.0,13.7
1994 - 37G1,56.55,12.13,0.16,0.01,177.76,19.77,29.09,12.26,8.32,1.28,1.28,2.41,0.0,74.41
1994 - 37G2,0.0,0.0,0.0,0.0,27.7,8.88,12.13,6.74,5.19,1.18,0.0,0.0,0.0,34.12
1994 - 37G5,192.05,0.0,0.94,0.0,563.66,8.46,0.0,0.0,8.46,8.46,0.0,8.46,8.46,42.3
1994 - 37G9,20.0,0.0,0.13,0.0,18.36,4.22,0.0,0.0,1.41,0.0,0.0,0.0,0.0,5.63
1994 - 38F9,150.65,15.86,0.74,0.01,4.96,0.23,0.11,0.0,0.04,0.0,0.0,0.0,0.0,0.38
1994 - 38G0,325.08,110.8,2.47,0.6,1186.25,26.57,31.93,2.28,2.88,0.19,0.19,0.19,0.0,64.23
1994 - 38G1,0.0,0.0,0.0,0.0,310.34,6.46,5.43,0.71,1.12,0.0,0.0,0.0,0.0,13.72
1994 - 38G2,0.0,0.0,0.0,0.0,483.7,16.2,31.92,26.34,26.02,8.62,2.49,0.0,0.0,111.59
1994 - 38G3,1089.82,0.0,2.41,0.0,622.92,43.52,58.51,47.98,42.23,19.83,5.64,0.0,0.0,217.71
1994 - 38G4,512.7,87.44,3.58,0.11,297.19,96.93,221.0,125.51,99.67,37.78,4.05,2.7,0.0,587.64
1994 - 38G5,2951.88,951.16,36.72,3.25,19.13,128.79,95.6,275.33,230.29,102.05,5.32,7.89,0.0,845.27
1994 - 38G8,952.31,0.0,22.92,0.0,158.45,401.7,187.65,344.72,113.97,112.59,23.62,20.85,26.4,1231.5
1994 - 38G9,2080.8,975.7,53.85,10.41,137.24,75.05,109.18,157.04,172.04,178.72,76.93,9.49,12.16,790.61
1994 - 39F9,70.98,3.95,0.56,0.0,31.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994 - 39G0,70.96,43.41,0.75,0.17,130.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994 - 39G1,0.0,0.0,0.0,0.0,27.35,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
1994 - 39G2,0.0,0.0,0.0,0.0,,,,,,,,,,
1994 - 39G3,401.37,0.0,1.16,0.0,488.92,52.03,155.19,106.92,87.35,41.84,8.66,2.76,0.0,454.75
1994 - 39G4,1136.53,27.32,10.54,0.07,,,,,,,,,,
1994 - 39G5,3181.28,2422.77,92.59,29.35,5.68,43.13,46.89,184.74,113.95,43.4,3.17,3.58,0.0,438.86
1994 - 39G6,2110.15,924.51,29.24,7.25,74.84,18.14,40.82,185.97,166.13,42.52,27.78,9.06,1.7,492.12
1994 - 39G7,1266.07,0.0,13.43,0.0,49.68,4.22,36.46,103.05,181.79,117.32,25.36,6.34,4.74,479.28
1994 - 39G8,3157.86,0.0,52.46,0.0,0.0,7.59,11.68,29.57,36.26,12.08,1.89,0.69,0.19,99.95
1994 - 39G9,3374.04,1612.5,75.28,9.95,0.81,40.77,122.13,476.84,451.53,180.3,87.07,47.23,25.7,1431.57
1994 - 39H0,144.61,19.51,1.26,0.03,32.1,17.23,9.39,6.26,7.03,3.12,4.7,2.34,7.06,57.13
1994 - 40F9,0.0,0.0,0.0,0.0,9.81,0.1,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.14
1994 - 40G0,85.28,0.0,0.29,0.0,62.69,0.64,0.21,0.0,0.05,0.0,0.0,0.0,0.0,0.9
1994 - 40G1,46.22,0.0,0.14,0.0,3.91,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1994 - 40G2,112.08,0.0,0.6,0.0,2.72,2.39,16.43,56.54,51.2,32.27,23.54,9.0,2.26,193.63
1994 - 40G4,847.48,147.88,12.75,0.59,11.83,99.93,126.8,531.06,427.38,84.95,18.92,11.83,0.0,1300.87
1994 - 40G5,1989.04,790.14,33.64,4.17,15.03,80.49,109.23,241.4,253.13,224.21,45.25,39.43,10.35,1003.49
1994 - 40G6,1444.34,769.69,16.88,3.98,122.12,74.13,194.13,657.65,453.97,113.47,62.74,17.97,3.73,1577.79
1994 - 40G7,0.0,0.0,0.0,0.0,51.54,25.22,63.52,154.71,119.06,46.28,22.78,11.26,12.17,455.0
1994 - 40G8,2658.67,42.83,56.86,0.1,1.13,38.62,82.92,216.4,145.98,31.24,24.99,15.9,10.78,566.83
1994 - 40G9,2858.22,202.58,47.28,0.35,0.0,17.97,38.68,256.74,400.57,199.23,74.97,56.82,39.08,1084.06
1994 - 40H0,877.51,132.24,9.66,0.13,0.57,11.6,16.58,26.25,23.44,18.39,8.88,6.0,3.82,114.96
1994 - 41G0,179.97,0.0,0.3,0.0,,,,,,,,,,
1994 - 41G1,2687.48,0.0,10.89,0.0,,,,,,,,,,
1994 - 41G2,1037.48,0.0,5.89,0.0,,,,,,,,,,
1994 - 41G6,324.03,0.0,1.83,0.0,5.45,31.2,12.87,55.96,5.7,11.73,10.59,2.44,2.52,133.01
1994 - 41G7,45.64,0.0,0.26,0.0,3.14,43.81,31.56,122.94,29.13,52.0,35.24,20.52,4.68,339.88
1994 - 41G8,1799.35,0.0,51.59,0.0,157.05,3.5,46.31,203.91,270.72,186.88,81.65,41.13,38.04,872.14
1994 - 41G9,2678.51,0.0,117.39,0.0,0.0,135.26,257.59,420.79,515.27,389.96,173.86,109.51,49.96,2052.2
1994 - 41H0,285.57,0.0,3.35,0.0,134.74,71.83,53.86,103.29,116.76,89.84,58.41,26.96,44.87,565.82
1994 - 42G1,0.0,0.0,0.0,0.0,436.54,5.61,7.86,1.12,0.0,0.0,0.0,0.0,0.0,14.59
1994 - 42G2,60.76,0.0,0.14,0.0,172.57,2.15,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.75
1994 - 42G6,159.27,0.0,1.74,0.0,112.44,0.0,11.0,29.2,29.07,12.21,2.22,0.29,0.0,83.99
1994 - 42G7,2164.28,312.43,42.27,1.33,1212.65,0.0,118.65,314.88,313.52,131.64,23.99,3.18,0.0,905.86
1994 - 42G8,713.41,0.0,26.49,0.0,0.0,9.02,223.43,973.85,375.74,73.81,21.37,3.02,0.0,1680.24
1994 - 42G9,3397.22,67.55,261.57,1.31,0.0,45.54,177.74,460.72,586.28,390.33,279.72,85.71,186.35,2212.39
1994 - 42H0,1536.33,33.84,74.1,0.04,0.0,28.82,119.99,240.0,315.46,149.44,65.46,21.02,49.49,989.68
1994 - 43G1,0.0,0.0,0.0,0.0,470.77,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15
1994 - 43G2,0.0,0.0,0.0,0.0,34.78,0.05,0.62,0.44,0.0,0.0,0.0,0.0,0.0,1.11
1994 - 43G7,1922.58,336.32,51.16,1.99,527.43,90.44,131.92,342.83,142.84,37.75,18.79,0.0,3.09,767.66
1994 - 43G8,130.93,0.0,2.76,0.0,0.0,4.23,104.8,456.78,176.24,34.62,10.03,1.42,0.0,788.12
1994 - 43G9,2910.56,1724.14,219.7,64.77,0.0,9.99,148.46,384.45,582.14,649.9,150.74,123.78,55.9,2105.36
1994 - 43H0,2137.74,902.84,188.0,24.0,155.0,80.88,463.27,1138.61,1172.91,527.37,148.9,40.44,88.15,3660.53
1994 - 43H1,0.0,0.0,0.0,0.0,194.0,31.62,352.61,607.91,303.86,228.48,82.64,12.16,48.63,1667.91
1994 - 44G6,0.0,0.0,0.0,0.0,4.6,42.58,149.03,156.59,36.86,4.23,0.78,0.0,0.0,390.07
1994 - 44G7,2836.01,802.8,106.24,11.9,14.41,133.27,466.46,490.1,115.37,13.23,2.45,0.0,0.0,1220.88
1994 - 44G8,1231.29,0.0,20.24,0.0,39.51,0.0,32.52,166.87,85.41,27.96,10.94,1.52,0.0,325.22
1994 - 44G9,1598.87,933.04,61.58,22.47,0.0,8.52,76.28,289.96,264.15,289.39,140.45,74.48,38.89,1182.12
1994 - 44H0,1496.58,622.81,67.75,14.93,0.0,3.29,28.68,85.73,80.97,86.6,38.63,17.5,10.16,351.56
1994 - 44H1,0.0,0.0,0.0,0.0,0.0,7.75,42.73,53.78,38.27,33.26,14.9,5.84,8.34,204.87
1994 - 45G7,2084.46,418.32,82.09,7.87,81.76,157.99,184.68,223.58,32.94,2.44,2.33,0.0,0.0,603.96
1994 - 45G8,3053.59,1049.86,132.76,35.64,218.37,163.08,158.65,567.73,108.73,17.83,8.9,0.0,0.0,1024.92
1994 - 45G9,2061.6,1164.57,89.8,32.31,15.61,7.1,87.23,350.24,139.8,28.75,19.14,9.12,1.48,642.86
1994 - 45H0,1349.96,589.44,45.26,9.47,0.0,1.62,16.06,39.05,35.98,34.11,19.45,10.35,2.83,159.45
1994 - 45H1,0.0,0.0,0.0,0.0,0.0,2.09,18.3,24.0,16.17,16.49,3.67,3.42,4.15,88.29
1994 - 46G8,2214.88,1379.47,193.94,106.28,75.99,103.28,638.85,981.42,409.76,116.71,18.53,5.8,0.0,2274.35
1994 - 46G9,2952.27,2202.47,142.36,48.42,7.37,11.23,310.93,1014.34,282.07,58.85,15.55,0.0,0.0,1692.97
1994 - 46H0,2626.55,2003.17,137.24,69.57,26.35,20.96,246.92,346.26,65.72,7.83,0.74,0.0,0.0,688.43
1994 - 46H1,358.84,95.84,6.0,1.32,145.37,85.28,1017.6,938.13,81.41,19.38,0.0,0.0,0.0,2141.8
1994 - 47G9,1081.86,14.18,15.36,0.17,144.96,193.72,370.3,125.85,15.16,0.0,0.0,0.0,0.0,705.03
1994 - 47H0,1184.3,1067.68,20.1,20.14,56.59,386.64,985.56,460.23,105.75,5.66,0.0,0.0,0.0,1943.84
1994 - 47H1,1447.47,1214.66,40.81,30.13,317.79,25.16,247.16,284.01,52.59,15.25,10.23,2.58,2.58,639.56
1995 - 37G0,153.3,0.0,0.01,0.0,84.0,4.67,1.07,0.0,0.0,0.33,0.6,0.0,0.0,6.67
1995 - 37G1,570.85,0.0,2.59,0.0,713.68,183.19,28.77,16.69,25.83,15.78,13.82,0.0,0.0,284.08
1995 - 37G2,104.12,0.0,0.75,0.0,80.3,47.59,6.37,5.9,4.33,3.11,1.19,0.0,0.0,68.49
1995 - 37G5,0.0,0.0,0.0,0.0,81.87,12.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12
1995 - 37G8,0.0,0.0,0.0,0.0,13.29,11.92,1.42,0.75,0.19,0.19,0.19,0.0,0.0,14.66
1995 - 37G9,0.0,0.0,0.0,0.0,6.41,20.48,0.8,2.35,0.61,0.15,0.15,0.0,0.0,24.54
1995 - 38F9,130.77,0.0,0.69,0.0,25.44,4.37,0.5,0.12,0.17,0.08,0.09,0.0,0.0,5.33
1995 - 38G0,412.72,0.0,1.42,0.0,690.57,121.76,16.62,12.55,16.51,8.79,6.1,0.0,0.0,182.33
1995 - 38G1,3.95,0.0,0.02,0.0,448.1,16.69,3.05,0.46,2.04,0.82,1.19,0.0,0.0,24.25
1995 - 38G2,472.67,0.0,1.55,0.0,863.78,210.96,40.62,49.61,54.94,31.57,15.54,3.1,4.53,410.87
1995 - 38G3,1664.2,0.0,9.4,0.0,381.49,119.46,53.74,54.48,53.24,48.77,18.93,4.16,1.06,353.84
1995 - 38G4,452.7,0.0,2.07,0.0,27.46,28.48,8.28,20.03,21.28,16.49,13.88,6.08,0.85,115.37
1995 - 38G5,2173.76,625.9,31.52,5.46,226.92,130.3,47.58,97.36,89.29,56.35,55.62,21.23,7.32,505.05
1995 - 38G6,170.07,39.52,1.92,0.27,29.63,66.29,77.22,88.92,174.72,177.05,101.39,62.39,2.33,750.31
1995 - 38G7,0.0,0.0,0.0,0.0,16.54,43.14,10.04,22.45,29.74,26.79,35.26,9.26,3.74,180.42
1995 - 38G8,185.87,174.01,2.29,1.47,128.4,102.83,53.44,30.2,89.47,66.82,63.91,30.2,15.68,452.55
1995 - 38G9,561.94,470.96,12.13,4.25,81.38,342.37,56.15,173.4,197.79,187.95,73.74,37.48,33.59,1102.47
1995 - 39F9,74.91,0.0,0.3,0.0,24.61,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
1995 - 39G0,161.02,0.0,0.72,0.0,50.28,13.98,0.69,0.0,0.0,0.0,0.0,0.0,0.0,14.67
1995 - 39G1,141.09,0.0,0.62,0.0,116.77,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54
1995 - 39G2,0.0,0.0,0.0,0.0,,,,,,,,,,
1995 - 39G3,841.83,15.72,5.77,0.01,92.96,245.1,64.32,85.23,78.31,69.17,23.49,5.66,3.08,574.36
1995 - 39G4,1422.62,81.97,16.56,0.24,28.09,43.97,12.9,8.59,7.84,9.76,3.83,0.05,0.06,87.0
1995 - 39G5,3040.35,1905.68,87.96,24.22,47.26,41.05,35.18,45.53,65.89,48.64,52.09,6.9,2.41,297.69
1995 - 39G6,1840.89,569.5,27.65,6.16,24.92,70.73,53.22,74.1,148.87,161.01,97.01,37.05,6.05,648.04
1995 - 39G7,745.24,3.92,7.96,0.0,71.15,185.48,43.2,96.56,127.9,115.18,151.6,39.81,16.08,775.81
1995 - 39G8,2776.73,141.88,41.55,0.65,0.28,24.53,58.89,91.81,369.88,239.89,190.19,38.0,30.46,1043.65
1995 - 39G9,2513.87,362.58,35.17,1.39,54.09,234.12,41.78,132.7,170.74,167.61,92.55,40.89,28.2,908.59
1995 - 39H0,0.0,0.0,0.0,0.0,95.41,69.66,4.39,8.11,11.2,8.77,3.28,1.08,1.29,107.78
1995 - 40F9,77.62,0.0,0.21,0.0,3.62,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
1995 - 40G0,1029.25,0.0,7.14,0.0,52.63,14.64,0.72,0.0,0.0,0.0,0.0,0.0,0.0,15.36
1995 - 40G1,158.57,0.0,0.36,0.0,7.67,2.25,0.19,0.09,0.17,0.02,0.05,0.0,0.0,2.77
1995 - 40G2,81.03,0.0,0.34,0.0,19.1,11.15,22.17,47.39,57.29,27.57,25.53,23.64,17.47,232.21
1995 - 40G4,447.62,163.5,6.22,0.85,17.42,6.87,22.16,23.08,45.69,16.81,14.98,5.95,0.0,135.54
1995 - 40G5,1136.2,194.74,12.97,0.94,54.8,59.37,67.49,67.49,110.62,67.49,59.37,19.28,2.02,453.13
1995 - 40G6,81.81,19.49,0.68,0.06,3.51,22.56,11.03,30.84,49.89,69.95,34.6,21.31,7.27,247.45
1995 - 40G7,0.0,0.0,0.0,0.0,0.67,47.38,33.03,56.71,95.75,43.7,48.71,5.34,2.67,333.29
1995 - 40G8,2514.09,0.0,109.31,0.0,0.0,20.62,30.99,83.55,123.06,120.8,96.03,42.23,22.7,539.98
1995 - 40G9,1826.17,0.0,37.17,0.0,0.0,35.57,82.7,198.45,403.61,435.14,330.01,157.03,76.78,1719.29
1995 - 40H0,0.0,0.0,0.0,0.0,60.27,39.79,14.78,26.47,38.61,31.43,16.66,4.67,5.69,178.1
1995 - 41G0,318.84,7.68,1.91,0.02,,,,,,,,,,
1995 - 41G1,744.69,0.0,4.46,0.0,,,,,,,,,,
1995 - 41G2,1489.29,0.0,11.01,0.0,,,,,,,,,,
1995 - 41G7,187.17,0.0,0.91,0.0,1.46,121.26,18.57,62.58,130.55,108.55,21.51,15.15,9.29,487.46
1995 - 41G8,2271.18,3.8,86.35,0.01,0.0,24.45,15.28,79.52,105.49,85.59,73.36,41.29,22.92,447.9
1995 - 41G9,2349.44,743.47,93.87,4.84,0.0,29.9,13.32,73.14,119.68,123.0,126.33,89.78,53.1,628.25
1995 - 41H0,53.24,0.0,0.31,0.0,83.27,114.79,14.32,66.03,71.77,54.53,54.54,28.72,11.49,416.19
1995 - 42G1,0.0,0.0,0.0,0.0,400.28,293.11,6.87,3.5,1.17,0.0,0.0,1.17,0.0,305.82
1995 - 42G2,113.88,0.0,0.14,0.0,37.79,134.66,3.98,2.69,0.9,0.0,0.0,0.9,0.0,143.13
1995 - 42G7,1812.65,0.0,29.49,0.0,0.92,268.65,30.62,26.91,42.22,48.25,33.87,6.95,5.57,463.04
