,A43ml,A1ml,V43ml,V1ml
2016 - 38H2,0.0,0.0,0.0,0.0
2016 - 38H3,0.0,0.0,0.0,0.0
2016 - 38H4,0.0,0.0,0.0,0.0
2016 - 38H5,0.0,0.0,0.0,0.0
2016 - 38H6,0.0,0.0,0.0,0.0
2016 - 38H7,0.0,0.0,0.0,0.0
2016 - 38H8,0.0,0.0,0.0,0.0
2016 - 38H9,0.0,0.0,0.0,0.0
2016 - 38I0,0.0,0.0,0.0,0.0
2016 - 39F9,200.76,66.95,0.56,0.12
2016 - 39G0,117.98,47.35,0.56,0.19
2016 - 39G1,15.66,0.0,0.02,0.0
2016 - 39G2,0.0,0.0,0.0,0.0
2016 - 39G3,943.65,0.0,3.81,0.0
2016 - 39G4,672.76,15.62,5.31,0.01
2016 - 39G5,3019.98,1828.3,71.66,27.97
2016 - 39G6,1296.88,352.08,18.0,2.08
2016 - 39G7,944.3,0.0,4.79,0.0
2016 - 39G8,3023.74,348.47,52.99,1.01
2016 - 39G9,2569.46,374.45,49.12,1.8
2016 - 39H0,0.0,0.0,0.0,0.0
2016 - 39H1,0.0,0.0,0.0,0.0
2016 - 39H2,0.0,0.0,0.0,0.0
2016 - 39H3,0.0,0.0,0.0,0.0
2016 - 39H4,0.0,0.0,0.0,0.0
2016 - 39H5,0.0,0.0,0.0,0.0
2016 - 39H6,0.0,0.0,0.0,0.0
2016 - 39H7,0.0,0.0,0.0,0.0
2016 - 39H8,0.0,0.0,0.0,0.0
2016 - 39H9,0.0,0.0,0.0,0.0
2016 - 39I0,0.0,0.0,0.0,0.0
2016 - 40F9,7.8,0.0,0.04,0.0
2016 - 40G0,275.54,0.0,0.79,0.0
2016 - 40G1,19.26,0.0,0.1,0.0
2016 - 40G2,150.5,0.0,0.72,0.0
2016 - 40G3,0.0,0.0,0.0,0.0
2016 - 40G4,528.5,136.21,3.33,0.53
2016 - 40G5,1636.45,537.11,23.96,4.61
2016 - 40G6,1456.17,307.33,18.97,1.43
2016 - 40G7,108.57,0.0,0.18,0.0
2016 - 40G8,3181.64,1048.39,98.74,12.88
2016 - 40G9,818.18,23.12,10.76,0.08
2016 - 40H0,0.0,0.0,0.0,0.0
2016 - 40H1,0.0,0.0,0.0,0.0
2016 - 40H2,0.0,0.0,0.0,0.0
2016 - 40H3,0.0,0.0,0.0,0.0
2016 - 40H4,0.0,0.0,0.0,0.0
2016 - 40H5,0.0,0.0,0.0,0.0
2016 - 40H6,0.0,0.0,0.0,0.0
2016 - 40H7,0.0,0.0,0.0,0.0
2016 - 40H8,0.0,0.0,0.0,0.0
2016 - 40H9,0.0,0.0,0.0,0.0
2016 - 40I0,0.0,0.0,0.0,0.0
2016 - 41F9,0.0,0.0,0.0,0.0
2016 - 41G0,418.03,0.0,1.4,0.0
2016 - 41G1,3008.4,0.0,16.6,0.0
2016 - 41G2,1546.83,0.0,15.04,0.0
2016 - 41G3,0.0,0.0,0.0,0.0
2016 - 41G4,76.89,0.0,0.26,0.0
2016 - 41G5,46.15,0.0,0.06,0.0
2016 - 41G6,114.13,15.21,1.11,0.08
2016 - 41G7,80.35,19.01,0.13,0.11
2016 - 41G8,2049.1,1658.14,81.74,40.09
2016 - 41G9,2200.08,1286.65,113.72,25.34
2016 - 41H0,3.8,0.0,0.0,0.0
2016 - 41H1,0.0,0.0,0.0,0.0
2016 - 41H2,0.0,0.0,0.0,0.0
2016 - 41H3,0.0,0.0,0.0,0.0
2016 - 41H4,0.0,0.0,0.0,0.0
2016 - 41H5,0.0,0.0,0.0,0.0
2016 - 41H6,0.0,0.0,0.0,0.0
2016 - 41H7,0.0,0.0,0.0,0.0
2016 - 41H8,0.0,0.0,0.0,0.0
2016 - 41H9,0.0,0.0,0.0,0.0
2016 - 41I0,0.0,0.0,0.0,0.0
2016 - 42F9,0.0,0.0,0.0,0.0
2016 - 42G0,0.0,0.0,0.0,0.0
2016 - 42G1,0.0,0.0,0.0,0.0
2016 - 42G2,219.86,0.0,0.74,0.0
2016 - 42G3,0.0,0.0,0.0,0.0
2016 - 42G4,0.0,0.0,0.0,0.0
2016 - 42G5,0.0,0.0,0.0,0.0
2016 - 42G6,185.79,125.18,1.41,1.06
2016 - 42G7,1419.98,491.47,16.2,2.45
2016 - 42G8,668.08,418.94,25.23,9.1
2016 - 42G9,3397.22,2474.19,269.38,88.57
2016 - 42H0,927.78,248.05,38.37,4.65
2016 - 42H1,0.0,0.0,0.0,0.0
2016 - 42H2,0.0,0.0,0.0,0.0
2016 - 42H3,0.0,0.0,0.0,0.0
2016 - 42H4,0.0,0.0,0.0,0.0
2016 - 42H5,0.0,0.0,0.0,0.0
2016 - 42H6,0.0,0.0,0.0,0.0
2016 - 42H7,0.0,0.0,0.0,0.0
2016 - 42H8,0.0,0.0,0.0,0.0
2016 - 42H9,0.0,0.0,0.0,0.0
2016 - 42I0,0.0,0.0,0.0,0.0
2016 - 43F9,0.0,0.0,0.0,0.0
2016 - 43G0,0.0,0.0,0.0,0.0
2016 - 43G1,0.0,0.0,0.0,0.0
2016 - 43G2,0.0,0.0,0.0,0.0
2016 - 43G3,0.0,0.0,0.0,0.0
2016 - 43G4,0.0,0.0,0.0,0.0
2016 - 43G5,0.0,0.0,0.0,0.0
2016 - 43G6,137.14,7.4,0.69,0.03
2016 - 43G7,2272.57,1739.06,59.71,32.3
2016 - 43G8,339.79,112.21,4.78,1.85
2016 - 43G9,3218.51,2995.89,267.89,191.34
2016 - 43H0,1920.68,1525.62,192.5,135.38
2016 - 43H1,0.0,0.0,0.0,0.0
2016 - 43H2,0.0,0.0,0.0,0.0
2016 - 43H3,0.0,0.0,0.0,0.0
2016 - 43H4,0.0,0.0,0.0,0.0
2016 - 43H5,0.0,0.0,0.0,0.0
2016 - 43H6,0.0,0.0,0.0,0.0
2016 - 43H7,0.0,0.0,0.0,0.0
2016 - 43H8,0.0,0.0,0.0,0.0
2016 - 43H9,0.0,0.0,0.0,0.0
2016 - 43I0,0.0,0.0,0.0,0.0
2016 - 44F9,0.0,0.0,0.0,0.0
2016 - 44G0,0.0,0.0,0.0,0.0
2016 - 44G1,0.0,0.0,0.0,0.0
2016 - 44G2,0.0,0.0,0.0,0.0
2016 - 44G3,0.0,0.0,0.0,0.0
2016 - 44G4,0.0,0.0,0.0,0.0
2016 - 44G5,0.0,0.0,0.0,0.0
2016 - 44G6,276.01,158.43,2.83,0.91
2016 - 44G7,3250.96,3082.6,152.08,118.44
2016 - 44G8,1345.14,1027.0,47.08,26.36
2016 - 44G9,2062.78,1650.75,107.42,63.34
2016 - 44H0,3047.93,2809.14,200.25,105.87
2016 - 44H1,823.28,146.13,13.65,1.24
2016 - 44H2,0.0,0.0,0.0,0.0
2016 - 44H3,0.0,0.0,0.0,0.0
2016 - 44H4,0.0,0.0,0.0,0.0
2016 - 44H5,0.0,0.0,0.0,0.0
2016 - 44H6,0.0,0.0,0.0,0.0
2016 - 44H7,0.0,0.0,0.0,0.0
2016 - 44H8,0.0,0.0,0.0,0.0
2016 - 44H9,0.0,0.0,0.0,0.0
2016 - 44I0,0.0,0.0,0.0,0.0
2016 - 45F9,0.0,0.0,0.0,0.0
2016 - 45G0,0.0,0.0,0.0,0.0
2016 - 45G1,0.0,0.0,0.0,0.0
2016 - 45G2,0.0,0.0,0.0,0.0
2016 - 45G3,0.0,0.0,0.0,0.0
2016 - 45G4,0.0,0.0,0.0,0.0
2016 - 45G5,0.0,0.0,0.0,0.0
2016 - 45G6,0.0,0.0,0.0,0.0
2016 - 45G7,2175.3,1885.15,92.9,69.26
2016 - 45G8,3169.72,2660.36,178.94,132.51
2016 - 45G9,2412.85,2170.05,141.13,110.16
2016 - 45H0,3242.3,2988.46,169.03,109.57
2016 - 45H1,1485.27,628.83,31.9,8.78
2016 - 45H2,0.0,0.0,0.0,0.0
2016 - 45H3,0.0,0.0,0.0,0.0
2016 - 45H4,0.0,0.0,0.0,0.0
2016 - 45H5,0.0,0.0,0.0,0.0
2016 - 45H6,0.0,0.0,0.0,0.0
2016 - 45H7,0.0,0.0,0.0,0.0
2016 - 45H8,0.0,0.0,0.0,0.0
2016 - 45H9,0.0,0.0,0.0,0.0
2016 - 45I0,0.0,0.0,0.0,0.0
2016 - 46F9,0.0,0.0,0.0,0.0
2016 - 46G0,0.0,0.0,0.0,0.0
2016 - 46G1,0.0,0.0,0.0,0.0
2016 - 46G2,0.0,0.0,0.0,0.0
2016 - 46G3,0.0,0.0,0.0,0.0
2016 - 46G4,0.0,0.0,0.0,0.0
2016 - 46G5,0.0,0.0,0.0,0.0
2016 - 46G6,0.0,0.0,0.0,0.0
2016 - 46G7,262.17,82.67,3.1,0.68
2016 - 46G8,2279.13,1883.42,211.29,171.87
2016 - 46G9,3067.11,2938.14,200.46,142.47
2016 - 46H0,3214.32,2785.71,217.95,142.06
2016 - 46H1,2135.62,1582.7,67.28,28.43
2016 - 46H2,0.0,0.0,0.0,0.0
2016 - 46H3,0.0,0.0,0.0,0.0
2016 - 46H4,0.0,0.0,0.0,0.0
2016 - 46H5,0.0,0.0,0.0,0.0
2016 - 46H6,0.0,0.0,0.0,0.0
2016 - 46H7,0.0,0.0,0.0,0.0
2016 - 46H8,0.0,0.0,0.0,0.0
2016 - 46H9,0.0,0.0,0.0,0.0
2016 - 46I0,0.0,0.0,0.0,0.0
2016 - 47F9,0.0,0.0,0.0,0.0
2016 - 47G0,0.0,0.0,0.0,0.0
2016 - 47G1,0.0,0.0,0.0,0.0
2016 - 47G2,0.0,0.0,0.0,0.0
2016 - 47G3,0.0,0.0,0.0,0.0
2016 - 47G4,0.0,0.0,0.0,0.0
2016 - 47G5,0.0,0.0,0.0,0.0
2016 - 47G6,0.0,0.0,0.0,0.0
2016 - 47G7,0.0,0.0,0.0,0.0
2016 - 47G8,0.0,0.0,0.0,0.0
2016 - 47G9,1307.5,788.48,34.66,12.83
2016 - 47H0,2239.79,1606.92,88.21,47.11
2016 - 47H1,2866.02,1968.0,129.46,76.68
2016 - 47H2,1586.53,1137.64,55.43,23.47
2016 - 47H3,1121.33,795.12,41.09,10.6
2016 - 47H4,125.92,52.45,2.84,0.49
2016 - 47H5,0.0,0.0,0.0,0.0
2016 - 47H6,0.0,0.0,0.0,0.0
2016 - 47H7,0.0,0.0,0.0,0.0
2016 - 47H8,0.0,0.0,0.0,0.0
2016 - 47H9,0.0,0.0,0.0,0.0
2016 - 47I0,0.0,0.0,0.0,0.0
2016 - 48F9,0.0,0.0,0.0,0.0
2016 - 48G0,0.0,0.0,0.0,0.0
2016 - 48G1,0.0,0.0,0.0,0.0
2016 - 48G2,0.0,0.0,0.0,0.0
2016 - 48G3,0.0,0.0,0.0,0.0
2016 - 48G4,0.0,0.0,0.0,0.0
2016 - 48G5,0.0,0.0,0.0,0.0
2016 - 48G6,0.0,0.0,0.0,0.0
2016 - 48G7,0.0,0.0,0.0,0.0
2016 - 48G8,0.0,0.0,0.0,0.0
2016 - 48G9,0.0,0.0,0.0,0.0
2016 - 48H0,0.0,0.0,0.0,0.0
2016 - 48H1,59.36,0.0,0.81,0.0
2016 - 48H2,59.37,6.99,0.59,0.02
2016 - 48H3,864.59,62.87,18.18,0.29
2016 - 48H4,1477.6,681.68,35.13,7.9
2016 - 48H5,1666.61,887.08,42.24,11.31
2016 - 48H6,749.3,193.32,14.13,0.98
2016 - 48H7,470.24,10.33,5.13,0.01
2016 - 48H8,0.0,0.0,0.0,0.0
2016 - 48H9,0.0,0.0,0.0,0.0
2016 - 48I0,0.0,0.0,0.0,0.0
2016 - 49F9,0.0,0.0,0.0,0.0
2016 - 49G0,0.0,0.0,0.0,0.0
2016 - 49G1,0.0,0.0,0.0,0.0
2016 - 49G2,0.0,0.0,0.0,0.0
2016 - 49G3,0.0,0.0,0.0,0.0
2016 - 49G4,0.0,0.0,0.0,0.0
2016 - 49G5,0.0,0.0,0.0,0.0
2016 - 49G6,0.0,0.0,0.0,0.0
2016 - 49G7,0.0,0.0,0.0,0.0
2016 - 49G8,0.0,0.0,0.0,0.0
2016 - 49G9,0.0,0.0,0.0,0.0
2016 - 49H0,0.0,0.0,0.0,0.0
2016 - 49H1,0.0,0.0,0.0,0.0
2016 - 49H2,0.0,0.0,0.0,0.0
2016 - 49H3,0.0,0.0,0.0,0.0
2016 - 49H4,0.0,0.0,0.0,0.0
2016 - 49H5,20.65,0.0,0.08,0.0
2016 - 49H6,587.33,3.44,5.58,0.0
2016 - 49H7,829.3,113.22,12.75,0.43
2016 - 49H8,0.0,0.0,0.0,0.0
2016 - 49H9,0.0,0.0,0.0,0.0
2016 - 49I0,0.0,0.0,0.0,0.0
2016 - 50F9,0.0,0.0,0.0,0.0
2016 - 50G0,0.0,0.0,0.0,0.0
2016 - 50G1,0.0,0.0,0.0,0.0
2016 - 50G2,0.0,0.0,0.0,0.0
2016 - 50G3,0.0,0.0,0.0,0.0
2016 - 50G4,0.0,0.0,0.0,0.0
2016 - 50G5,0.0,0.0,0.0,0.0
2016 - 50G6,0.0,0.0,0.0,0.0
2016 - 50G7,0.0,0.0,0.0,0.0
2016 - 50G8,0.0,0.0,0.0,0.0
2016 - 50G9,0.0,0.0,0.0,0.0
2016 - 50H0,0.0,0.0,0.0,0.0
2016 - 50H1,0.0,0.0,0.0,0.0
2016 - 50H2,0.0,0.0,0.0,0.0
2016 - 50H3,0.0,0.0,0.0,0.0
2016 - 50H4,0.0,0.0,0.0,0.0
2016 - 50H5,0.0,0.0,0.0,0.0
2016 - 50H6,0.0,0.0,0.0,0.0
2016 - 50H7,0.0,0.0,0.0,0.0
2016 - 50H8,0.0,0.0,0.0,0.0
2016 - 50H9,0.0,0.0,0.0,0.0
2016 - 50I0,0.0,0.0,0.0,0.0
2016 - 51F9,0.0,0.0,0.0,0.0
2016 - 51G0,0.0,0.0,0.0,0.0
2016 - 51G1,0.0,0.0,0.0,0.0
2016 - 51G2,0.0,0.0,0.0,0.0
2016 - 51G3,0.0,0.0,0.0,0.0
2016 - 51G4,0.0,0.0,0.0,0.0
2016 - 51G5,0.0,0.0,0.0,0.0
2016 - 51G6,0.0,0.0,0.0,0.0
2016 - 51G7,0.0,0.0,0.0,0.0
2016 - 51G8,0.0,0.0,0.0,0.0
2016 - 51G9,0.0,0.0,0.0,0.0
2016 - 51H0,0.0,0.0,0.0,0.0
2016 - 51H1,0.0,0.0,0.0,0.0
2016 - 51H2,0.0,0.0,0.0,0.0
2016 - 51H3,0.0,0.0,0.0,0.0
2016 - 51H4,0.0,0.0,0.0,0.0
2016 - 51H5,0.0,0.0,0.0,0.0
2016 - 51H6,0.0,0.0,0.0,0.0
2016 - 51H7,0.0,0.0,0.0,0.0
2016 - 51H8,0.0,0.0,0.0,0.0
2016 - 51H9,0.0,0.0,0.0,0.0
2016 - 51I0,0.0,0.0,0.0,0.0
2016 - 52F9,0.0,0.0,0.0,0.0
2016 - 52G0,0.0,0.0,0.0,0.0
2016 - 52G1,0.0,0.0,0.0,0.0
2016 - 52G2,0.0,0.0,0.0,0.0
2016 - 52G3,0.0,0.0,0.0,0.0
2016 - 52G4,0.0,0.0,0.0,0.0
2016 - 52G5,0.0,0.0,0.0,0.0
2016 - 52G6,0.0,0.0,0.0,0.0
2016 - 52G7,0.0,0.0,0.0,0.0
2016 - 52G8,0.0,0.0,0.0,0.0
2016 - 52G9,0.0,0.0,0.0,0.0
2016 - 52H0,0.0,0.0,0.0,0.0
2016 - 52H1,0.0,0.0,0.0,0.0
2016 - 52H2,0.0,0.0,0.0,0.0
2016 - 52H3,0.0,0.0,0.0,0.0
2016 - 52H4,0.0,0.0,0.0,0.0
2016 - 52H5,0.0,0.0,0.0,0.0
2016 - 52H6,0.0,0.0,0.0,0.0
2016 - 52H7,0.0,0.0,0.0,0.0
2016 - 52H8,0.0,0.0,0.0,0.0
2016 - 52H9,0.0,0.0,0.0,0.0
2016 - 52I0,0.0,0.0,0.0,0.0
2016 - 53F9,0.0,0.0,0.0,0.0
2016 - 53G0,0.0,0.0,0.0,0.0
2016 - 53G1,0.0,0.0,0.0,0.0
2016 - 53G2,0.0,0.0,0.0,0.0
2016 - 53G3,0.0,0.0,0.0,0.0
2016 - 53G4,0.0,0.0,0.0,0.0
2016 - 53G5,0.0,0.0,0.0,0.0
2016 - 53G6,0.0,0.0,0.0,0.0
2016 - 53G7,0.0,0.0,0.0,0.0
2016 - 53G8,0.0,0.0,0.0,0.0
2016 - 53G9,0.0,0.0,0.0,0.0
2016 - 53H0,0.0,0.0,0.0,0.0
2016 - 53H1,0.0,0.0,0.0,0.0
2016 - 53H2,0.0,0.0,0.0,0.0
2016 - 53H3,0.0,0.0,0.0,0.0
2016 - 53H4,0.0,0.0,0.0,0.0
2016 - 53H5,0.0,0.0,0.0,0.0
2016 - 53H6,0.0,0.0,0.0,0.0
2016 - 53H7,0.0,0.0,0.0,0.0
2016 - 53H8,0.0,0.0,0.0,0.0
2016 - 53H9,0.0,0.0,0.0,0.0
2016 - 53I0,0.0,0.0,0.0,0.0
2016 - 54F9,0.0,0.0,0.0,0.0
2016 - 54G0,0.0,0.0,0.0,0.0
2016 - 54G1,0.0,0.0,0.0,0.0
2016 - 54G2,0.0,0.0,0.0,0.0
2016 - 54G3,0.0,0.0,0.0,0.0
2016 - 54G4,0.0,0.0,0.0,0.0
2016 - 54G5,0.0,0.0,0.0,0.0
2016 - 54G6,0.0,0.0,0.0,0.0
2016 - 54G7,0.0,0.0,0.0,0.0
2016 - 54G8,0.0,0.0,0.0,0.0
2016 - 54G9,0.0,0.0,0.0,0.0
2016 - 54H0,0.0,0.0,0.0,0.0
2016 - 54H1,0.0,0.0,0.0,0.0
2016 - 54H2,0.0,0.0,0.0,0.0
2016 - 54H3,0.0,0.0,0.0,0.0
2016 - 54H4,0.0,0.0,0.0,0.0
2016 - 54H5,0.0,0.0,0.0,0.0
2016 - 54H6,0.0,0.0,0.0,0.0
2016 - 54H7,0.0,0.0,0.0,0.0
2016 - 54H8,0.0,0.0,0.0,0.0
2016 - 54H9,0.0,0.0,0.0,0.0
2016 - 54I0,0.0,0.0,0.0,0.0
2016 - 55F9,0.0,0.0,0.0,0.0
2016 - 55G0,0.0,0.0,0.0,0.0
2016 - 55G1,0.0,0.0,0.0,0.0
2016 - 55G2,0.0,0.0,0.0,0.0
2016 - 55G3,0.0,0.0,0.0,0.0
2016 - 55G4,0.0,0.0,0.0,0.0
2016 - 55G5,0.0,0.0,0.0,0.0
2016 - 55G6,0.0,0.0,0.0,0.0
2016 - 55G7,0.0,0.0,0.0,0.0
2016 - 55G8,0.0,0.0,0.0,0.0
2016 - 55G9,0.0,0.0,0.0,0.0
2016 - 55H0,0.0,0.0,0.0,0.0
2016 - 55H1,0.0,0.0,0.0,0.0
2016 - 55H2,0.0,0.0,0.0,0.0
2016 - 55H3,0.0,0.0,0.0,0.0
2016 - 55H4,0.0,0.0,0.0,0.0
2016 - 55H5,0.0,0.0,0.0,0.0
2016 - 55H6,0.0,0.0,0.0,0.0
2016 - 55H7,0.0,0.0,0.0,0.0
2016 - 55H8,0.0,0.0,0.0,0.0
2016 - 55H9,0.0,0.0,0.0,0.0
2016 - 55I0,0.0,0.0,0.0,0.0
2016 - 56F9,0.0,0.0,0.0,0.0
2016 - 56G0,0.0,0.0,0.0,0.0
2016 - 56G1,0.0,0.0,0.0,0.0
2016 - 56G2,0.0,0.0,0.0,0.0
2016 - 56G3,0.0,0.0,0.0,0.0
2016 - 56G4,0.0,0.0,0.0,0.0
2016 - 56G5,0.0,0.0,0.0,0.0
2016 - 56G6,0.0,0.0,0.0,0.0
2016 - 56G7,0.0,0.0,0.0,0.0
2016 - 56G8,0.0,0.0,0.0,0.0
2016 - 56G9,0.0,0.0,0.0,0.0
2016 - 56H0,0.0,0.0,0.0,0.0
2016 - 56H1,0.0,0.0,0.0,0.0
2016 - 56H2,0.0,0.0,0.0,0.0
2016 - 56H3,0.0,0.0,0.0,0.0
2016 - 56H4,0.0,0.0,0.0,0.0
2016 - 56H5,0.0,0.0,0.0,0.0
2016 - 56H6,0.0,0.0,0.0,0.0
2016 - 56H7,0.0,0.0,0.0,0.0
2016 - 56H8,0.0,0.0,0.0,0.0
2016 - 56H9,0.0,0.0,0.0,0.0
2016 - 56I0,0.0,0.0,0.0,0.0
2016 - 57F9,0.0,0.0,0.0,0.0
2016 - 57G0,0.0,0.0,0.0,0.0
2016 - 57G1,0.0,0.0,0.0,0.0
2016 - 57G2,0.0,0.0,0.0,0.0
2016 - 57G3,0.0,0.0,0.0,0.0
2016 - 57G4,0.0,0.0,0.0,0.0
2016 - 57G5,0.0,0.0,0.0,0.0
2016 - 57G6,0.0,0.0,0.0,0.0
2016 - 57G7,0.0,0.0,0.0,0.0
2016 - 57G8,0.0,0.0,0.0,0.0
2016 - 57G9,0.0,0.0,0.0,0.0
2016 - 57H0,0.0,0.0,0.0,0.0
2016 - 57H1,0.0,0.0,0.0,0.0
2016 - 57H2,0.0,0.0,0.0,0.0
2016 - 57H3,0.0,0.0,0.0,0.0
2016 - 57H4,0.0,0.0,0.0,0.0
2016 - 57H5,0.0,0.0,0.0,0.0
2016 - 57H6,0.0,0.0,0.0,0.0
2016 - 57H7,0.0,0.0,0.0,0.0
2016 - 57H8,0.0,0.0,0.0,0.0
2016 - 57H9,0.0,0.0,0.0,0.0
2016 - 57I0,0.0,0.0,0.0,0.0
2016 - 58F9,0.0,0.0,0.0,0.0
2016 - 58G0,0.0,0.0,0.0,0.0
2016 - 58G1,0.0,0.0,0.0,0.0
2016 - 58G2,0.0,0.0,0.0,0.0
2016 - 58G3,0.0,0.0,0.0,0.0
2016 - 58G4,0.0,0.0,0.0,0.0
2016 - 58G5,0.0,0.0,0.0,0.0
2016 - 58G6,0.0,0.0,0.0,0.0
2016 - 58G7,0.0,0.0,0.0,0.0
2016 - 58G8,0.0,0.0,0.0,0.0
2016 - 58G9,0.0,0.0,0.0,0.0
2016 - 58H0,0.0,0.0,0.0,0.0
2016 - 58H1,0.0,0.0,0.0,0.0
2016 - 58H2,0.0,0.0,0.0,0.0
2016 - 58H3,0.0,0.0,0.0,0.0
2016 - 58H4,0.0,0.0,0.0,0.0
2016 - 58H5,0.0,0.0,0.0,0.0
2016 - 58H6,0.0,0.0,0.0,0.0
2016 - 58H7,0.0,0.0,0.0,0.0
2016 - 58H8,0.0,0.0,0.0,0.0
2016 - 58H9,0.0,0.0,0.0,0.0
2016 - 58I0,0.0,0.0,0.0,0.0
2016 - 59F9,0.0,0.0,0.0,0.0
2016 - 59G0,0.0,0.0,0.0,0.0
2016 - 59G1,0.0,0.0,0.0,0.0
2016 - 59G2,0.0,0.0,0.0,0.0
2016 - 59G3,0.0,0.0,0.0,0.0
2016 - 59G4,0.0,0.0,0.0,0.0
2016 - 59G5,0.0,0.0,0.0,0.0
2016 - 59G6,0.0,0.0,0.0,0.0
2016 - 59G7,0.0,0.0,0.0,0.0
2016 - 59G8,0.0,0.0,0.0,0.0
2016 - 59G9,0.0,0.0,0.0,0.0
2016 - 59H0,0.0,0.0,0.0,0.0
2016 - 59H1,0.0,0.0,0.0,0.0
2016 - 59H2,0.0,0.0,0.0,0.0
2016 - 59H3,0.0,0.0,0.0,0.0
2016 - 59H4,0.0,0.0,0.0,0.0
2016 - 59H5,0.0,0.0,0.0,0.0
2016 - 59H6,0.0,0.0,0.0,0.0
2016 - 59H7,0.0,0.0,0.0,0.0
2016 - 59H8,0.0,0.0,0.0,0.0
2016 - 59H9,0.0,0.0,0.0,0.0
2016 - 59I0,0.0,0.0,0.0,0.0
2016 - 60F9,0.0,0.0,0.0,0.0
2016 - 60G0,0.0,0.0,0.0,0.0
2016 - 60G1,0.0,0.0,0.0,0.0
2016 - 60G2,0.0,0.0,0.0,0.0
2016 - 60G3,0.0,0.0,0.0,0.0
2016 - 60G4,0.0,0.0,0.0,0.0
2016 - 60G5,0.0,0.0,0.0,0.0
2016 - 60G6,0.0,0.0,0.0,0.0
2016 - 60G7,0.0,0.0,0.0,0.0
2016 - 60G8,0.0,0.0,0.0,0.0
2016 - 60G9,0.0,0.0,0.0,0.0
2016 - 60H0,0.0,0.0,0.0,0.0
2016 - 60H1,0.0,0.0,0.0,0.0
2016 - 60H2,0.0,0.0,0.0,0.0
2016 - 60H3,0.0,0.0,0.0,0.0
2016 - 60H4,0.0,0.0,0.0,0.0
2016 - 60H5,0.0,0.0,0.0,0.0
2016 - 60H6,0.0,0.0,0.0,0.0
2016 - 60H7,0.0,0.0,0.0,0.0
2016 - 60H8,0.0,0.0,0.0,0.0
2016 - 60H9,0.0,0.0,0.0,0.0
2016 - 60I0,0.0,0.0,0.0,0.0
2017 - 35F9,0.0,0.0,0.0,0.0
2017 - 35G0,0.0,0.0,0.0,0.0
2017 - 35G1,0.0,0.0,0.0,0.0
2017 - 35G2,0.0,0.0,0.0,0.0
2017 - 35G3,0.0,0.0,0.0,0.0
2017 - 35G4,0.0,0.0,0.0,0.0
2017 - 35G5,0.0,0.0,0.0,0.0
2017 - 35G6,0.0,0.0,0.0,0.0
2017 - 35G7,0.0,0.0,0.0,0.0
2017 - 35G8,0.0,0.0,0.0,0.0
2017 - 35G9,0.0,0.0,0.0,0.0
2017 - 35H0,0.0,0.0,0.0,0.0
2017 - 35H1,0.0,0.0,0.0,0.0
2017 - 35H2,0.0,0.0,0.0,0.0
2017 - 35H3,0.0,0.0,0.0,0.0
2017 - 35H4,0.0,0.0,0.0,0.0
2017 - 35H5,0.0,0.0,0.0,0.0
2017 - 35H6,0.0,0.0,0.0,0.0
2017 - 35H7,0.0,0.0,0.0,0.0
2017 - 35H8,0.0,0.0,0.0,0.0
2017 - 35H9,0.0,0.0,0.0,0.0
2017 - 35I0,0.0,0.0,0.0,0.0
2017 - 36F9,0.0,0.0,0.0,0.0
2017 - 36G0,0.0,0.0,0.0,0.0
2017 - 36G1,0.0,0.0,0.0,0.0
2017 - 36G2,0.0,0.0,0.0,0.0
2017 - 36G3,0.0,0.0,0.0,0.0
2017 - 36G4,0.0,0.0,0.0,0.0
2017 - 36G5,0.0,0.0,0.0,0.0
2017 - 36G6,0.0,0.0,0.0,0.0
2017 - 36G7,0.0,0.0,0.0,0.0
2017 - 36G8,0.0,0.0,0.0,0.0
2017 - 36G9,0.0,0.0,0.0,0.0
2017 - 36H0,0.0,0.0,0.0,0.0
2017 - 36H1,0.0,0.0,0.0,0.0
2017 - 36H2,0.0,0.0,0.0,0.0
2017 - 36H3,0.0,0.0,0.0,0.0
2017 - 36H4,0.0,0.0,0.0,0.0
2017 - 36H5,0.0,0.0,0.0,0.0
2017 - 36H6,0.0,0.0,0.0,0.0
2017 - 36H7,0.0,0.0,0.0,0.0
2017 - 36H8,0.0,0.0,0.0,0.0
2017 - 36H9,0.0,0.0,0.0,0.0
2017 - 36I0,0.0,0.0,0.0,0.0
2017 - 37F9,0.0,0.0,0.0,0.0
2017 - 37G0,0.0,0.0,0.0,0.0
2017 - 37G1,36.3,0.0,0.11,0.0
2017 - 37G2,0.0,0.0,0.0,0.0
2017 - 37G3,0.0,0.0,0.0,0.0
2017 - 37G4,0.0,0.0,0.0,0.0
2017 - 37G5,200.09,0.0,1.27,0.0
2017 - 37G6,0.0,0.0,0.0,0.0
2017 - 37G7,0.0,0.0,0.0,0.0
2017 - 37G8,8.0,0.0,0.02,0.0
2017 - 37G9,12.0,0.0,0.04,0.0
2017 - 37H0,0.0,0.0,0.0,0.0
2017 - 37H1,0.0,0.0,0.0,0.0
2017 - 37H2,0.0,0.0,0.0,0.0
2017 - 37H3,0.0,0.0,0.0,0.0
2017 - 37H4,0.0,0.0,0.0,0.0
2017 - 37H5,0.0,0.0,0.0,0.0
2017 - 37H6,0.0,0.0,0.0,0.0
2017 - 37H7,0.0,0.0,0.0,0.0
